nzft_id,entity,entity_clean,transition_plan,coalitions,country_cpi,region_cpi,entity_sector_cpi,entity_subsector_cpi,aum_quartile,aum_or_total_assets
NZFT_00693,fiera capital corporation,Fiera Capital Corporation,False,"NZAM, CA100, PRI",Canada,US & Canada,Asset Manager,Asset Manager,Large,116101.0
NZFT_00695,findlay park partners,Findlay Park Partners,False,"NZAM, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-small,12127.0
NZFT_00698,fire and police pension association of colorado (fppa),Fire and Police Pension Association of Colorado (FPPA),False,PRI,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,7217.0
NZFT_00699,first abu dhabi bank p.j.s.c.,First Abu Dhabi Bank ,True,"NZBA, PCAF, PRB",United Arab Emirates,Middle East and North Africa,Bank,Universal Bank,Medium-small,10860.0
NZFT_00700,first seafront fund management,First Seafront Fund Management,False,,China,East Asia and Pacific,Asset Manager,Asset Manager,Medium-small,6572.0
NZFT_00701,first sentier investors,First Sentier Investors,True,"NZAM, CA100, PRI",Australia,Other Oceania,Asset Manager,Asset Manager,Large,137800.0
NZFT_00703,fisher investments,Fisher Investments,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Large,235943.0
NZFT_00704,fjärde ap-fonden (ap4),Fjärde AP-Fonden (AP4),True,"CPLC, PRI",Sweden,Western Europe,Asset Owner,Pension Fund,Medium-large,36919.0
NZFT_00705,florida deferred compensation program,Florida Deferred Compensation Program,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,5514.0
NZFT_00706,florida state board of administration (sba),Florida State Board of Administration (SBA),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Large,194659.0
NZFT_00707,flossbach von storch,Flossbach Von Storch,False,,Germany,Western Europe,Asset Manager,Asset Manager,Large,74724.0
NZFT_00708,folketrygdfondet,Folketrygdfondet,False,,Norway,Western Europe,Asset Owner,Pension Fund,Medium-large,28012.0
NZFT_00709,folksam group,Folksam Group,True,"NZAOA, CA100, PRI",Sweden,Western Europe,Insurer,Insurance,Large,81579.0
NZFT_00710,fonchim,Fonchim,False,,Italy,Western Europe,Asset Owner,Pension Fund,Medium-small,8830.0
NZFT_00711,fondazione enasarco,Fondazione Enasarco,False,PRI,Italy,Western Europe,Asset Owner,Pension Fund,Medium-small,8595.0
NZFT_00712,fondazione enpam,Fondazione Enpam,False,,Italy,Western Europe,Asset Owner,Pension Fund,Medium-large,23816.0
NZFT_00717,fondo pensione cometa,Fondo Pensione Cometa,False,PRI,Italy,Western Europe,Asset Owner,Pension Fund,Medium-small,14337.0
NZFT_00718,fondo pensione fonte,Fondo Pensione Fonte,False,PRI,Italy,Western Europe,Asset Owner,Pension Fund,Medium-small,5239.0
NZFT_00719,fonds de compensation commun (fdc),Fonds de Compensation Commun (FDC),False,,Luxembourg,Western Europe,Asset Owner,Pension Fund,Medium-large,27010.0
NZFT_00720,fonds de réserve pour les retraites (frr),Fonds de Réserve pour les Retraites (FRR),False,"NZAOA, PRI",France,Western Europe,Asset Owner,Pension Fund,Medium-large,27650.0
NZFT_00721,ford pension fund trustees ltd,Ford Pension Fund Trustees,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,19690.0
NZFT_00722,fort washington,Fort Washington,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,79457.0
NZFT_00724,fortis,Fortis,False,,Belgium,Western Europe,Asset Manager,Asset Manager,Medium-large,47246.0
NZFT_00725,francisco partners,Francisco Partners,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,29961.0
NZFT_00726,franklin templeton investments,Franklin Templeton Investments,False,"NZAM, IFRS, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Large,1500000.0
NZFT_00728,fresno county employees retirement association (fcera),Fresno County Employees Retirement Association (FCERA),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,5946.0
NZFT_00732,fubon group,Fubon Group,False,,Taiwan,East Asia and Pacific,Asset Manager,Asset Manager,Medium-large,19765.0
NZFT_00733,fujitsu uk pension trust limited/fidelity,Fujitsu UK Pension,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,7296.0
NZFT_00734,fukoku mutual life insurance,Fukoku Mutual Life Insurance,False,PRI,Japan,East Asia and Pacific,Insurer,Insurance,Medium-small,5567.0
NZFT_00735,fulcrum asset management,Fulcrum Asset Management,True,"NZAM, CA100, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-small,8100.0
NZFT_00736,fuller & thaler,Fuller & Thaler,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,16360.0
NZFT_00737,fullgoal fund management,Fullgoal Fund Management,False,PRI,China,East Asia and Pacific,Asset Manager,Asset Manager,Large,86963.0
NZFT_00742,future fund,Future Fund,False,IFRS,Australia,Other Oceania,Asset Owner,Sovereign Wealth Fund,Large,204000.0
NZFT_00744,första ap-fonden (ap1),Första AP-Fonden (AP1),False,CA100,Sweden,Western Europe,Asset Owner,Pension Fund,Medium-large,50122.0
NZFT_00747,gam holding,Gam Holding,False,"PPCA, PRI",Switzerland,Western Europe,Asset Manager,Asset Manager,Large,70288.0
NZFT_00748,gam investments,Gam Investments,False,"NZAM, CA100, PPCA",Switzerland,Western Europe,Asset Manager,Asset Manager,Medium-large,17958.0
NZFT_00749,gamco investors,Gamco Investors,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,31715.0
NZFT_00750,garanti bank,Garanti Bank,False,"NZBA, CPLC, PRB",Turkey,Central Asia and Eastern Europe,Bank,Universal Bank,Large,84901.0
NZFT_00751,garcia hamilton,Garcia Hamilton,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,22700.0
NZFT_00752,gastrosocial,Gastrosocial,False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-small,10814.0
NZFT_00756,general organization of social insurance,General Organization of Social Insurance,False,,Saudi Arabia,Middle East and North Africa,Insurer,Insurance,Large,320000.0
NZFT_00758,generali group – assicurazioni generalil s.p.a.,Generali Group,False,"NZAOA, CA100, PRI, PSI",Italy,Western Europe,Insurer,Insurance,Large,893208.0
NZFT_00759,generali ps,Generali Penzijni Spolecnost,False,,Czech Republic,Western Europe,Asset Owner,Pension Fund,Medium-small,6810.0
NZFT_00760,generation investment management,Generation Investment Management,True,"NZAM, CA100, IFRS, PPCA, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-large,18500.0
NZFT_00761,genstar capital,Genstar Capital,False,PRI,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,35000.0
NZFT_00762,geode capital management,Geode Capital Management,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Large,1500000.0
NZFT_00765,georgia employees' retirement system (ers georgia),Georgia Employees' Retirement System (ERS Georgia),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,20631.0
NZFT_00767,gf securities,GF Securities,False,,China,East Asia and Pacific,Asset Manager,Asset Manager,Medium-large,55438.0
NZFT_00768,gib asset management,GIB Asset Management,False,NZAM,United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-small,6000.0
NZFT_00769,gic private limited,GIC,False,CA100,Singapore,East Asia and Pacific,Asset Owner,Sovereign Wealth Fund,Large,847000.0
NZFT_00771,glaxosmithkline pension plan,Glaxosmithkline Pension Plan,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,16384.0
NZFT_00773,goldentree asset management,Goldentree Asset Management,False,"IFRS, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,24400.0
NZFT_00775,goldman sachs asset management,Goldman Sachs Asset Management,True,"IFRS, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Large,2700000.0
NZFT_00776,goodman group,Goodman Group,True,,Australia,Other Oceania,Asset Manager,REIT,Large,79000.0
NZFT_00777,gothaer insurance group,Gothaer Insurance Group,False,NZAOA,Germany,Western Europe,Insurer,Insurance,Medium-large,40389.0
NZFT_00778,government employees superannuation board (gesb),Government Employees Superannuation Board (GESB),False,,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-large,26741.0
NZFT_00780,government pension investment fund (gpif),Government Pension Investment Fund (GPIF),False,,Japan,East Asia and Pacific,Asset Owner,Pension Fund,Large,1593141.0
NZFT_00781,government superannuation fund authority,Government Superannuation Fund Authority,False,"PAAO, PRI",New Zealand,Other Oceania,Asset Owner,Sovereign Wealth Fund,Medium-small,5915.0
NZFT_00782,gpt group,GPT Group,False,PRI,Australia,Other Oceania,Asset Manager,REIT,Medium-small,9667.0
NZFT_00783,graham capital management,Graham Capital Management,False,PRI,United States of America,US & Canada,"PE, VC, and Hedge Fund",Hedge Fund,Medium-large,20142.0
NZFT_00784,gramercy funds management llc,Gramercy Funds Management ,False,"NZAM, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,7390.0
NZFT_00785,"grantham, mayo v. otterloo","Grantham, Mayo V. Otterloo",False,"IFRS, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,57627.0
NZFT_00786,grayscale investments,Grayscale Investments,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,14600.0
NZFT_00787,great lakes advisors,Great Lakes Advisors,False,NZAM,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,10509.0
NZFT_00788,great-west lifeco,Great-West Lifeco,False,,Canada,US & Canada,Insurer,Insurance,Large,722179.0
NZFT_00790,greater manchester pension fund (lgps),Greater Manchester Pension Fund (LGPS),False,PRI,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,29027.0
NZFT_00794,group versicherungskammer,Group Versicherungskammer,False,NZAOA,Germany,Western Europe,Insurer,Insurance,Medium-large,51750.0
NZFT_00795,groupama,Groupama,False,"NZAOA, PRI",France,Western Europe,Insurer,Insurance,Medium-large,68103.0
NZFT_00796,groupe bpce,Groupe BPCE,False,"NZBA, PCAF, PRB",France,Western Europe,Bank,Universal Bank,Large,1206808.0
NZFT_00797,grupo novo banco,Grupo Novo Banco,False,,Portugal,Western Europe,Asset Manager,Asset Manager,Medium-small,7969.0
NZFT_00798,gruppo azimut,Gruppo Azimut,False,,Italy,Western Europe,Asset Manager,Asset Manager,Medium-large,62669.0
NZFT_00800,gtcr,GTCR,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,23176.0
NZFT_00801,guardian capital,Guardian Capital,False,"CA100, IFRS, PRI",Canada,US & Canada,Asset Manager,Asset Manager,Medium-large,36606.0
NZFT_00802,guggenheim investments,Guggenheim Investments,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Large,224000.0
NZFT_00804,guotai junan,Guotai Junan,False,,China,East Asia and Pacific,Asset Manager,Asset Manager,Medium-large,67053.0
NZFT_00807,h.i.g. capital,H.I.G. Capital,False,PRI,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-small,14881.0
NZFT_00808,habib bank limited,Habib Bank Limited,False,"NZBA, PRB",Pakistan,South Asia,Bank,Commercial Bank,Medium-large,53703.0
NZFT_00809,haitong securities,Haitong Securities,False,,China,East Asia and Pacific,Asset Manager,Asset Manager,Large,278164.0
NZFT_00811,hamburger pensionsverwaltung eg,Hamburger Pensionsverwaltung HAPEV,False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,14170.0
NZFT_00812,hamilton lane,Hamilton Lane,False,PRI,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,124406.0
NZFT_00813,hampshire pension fund (lgps),Hampshire Pension Fund (LGPS),False,PRI,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,12407.0
NZFT_00815,hana financial group,Hana Financial Group,False,"NZBA, PCAF, PRB","Korea, Republic",East Asia and Pacific,Bank,Universal Bank,Large,106000.0
NZFT_00816,handelsbanken fonder ab,Handelsbanken Fonder ,False,"NZAM, CA100",Sweden,Western Europe,Asset Manager,Asset Manager,Medium-large,24270.0
NZFT_00817,hanwha group,Hanwha Group,True,,"Korea, Republic",East Asia and Pacific,Asset Manager,Asset Manager,Large,130000.0
NZFT_00818,harbourvest partners,Harbourvest Partners,False,PRI,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,17732.0
NZFT_00819,harel pension,Harel Pension,False,,Israel,Middle East and North Africa,Asset Owner,Pension Fund,Medium-large,38411.0
NZFT_00820,harvard university retirement plan,Harvard University Retirement Plan,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,10159.0
NZFT_00821,harvest fund management,Harvest Fund Management,False,"CA100, PRI",China,East Asia and Pacific,Asset Manager,Asset Manager,Large,121000.0
NZFT_00822,hasi,HASI,False,"NZAM, PRI",United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-small,14000.0
NZFT_00823,hawaii employees retirement system (hers),Hawaii Employees Retirement System (HERS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,22189.0
NZFT_00825,hayfin capital management,Hayfin Capital Management,False,,United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-large,33000.0
NZFT_00826,hdfc asset management,HDFC Asset Management,False,,India,South Asia,Asset Manager,Asset Manager,Large,70112.0
NZFT_00827,hdfc bank ltd.,HDFC Bank ,True,,India,South Asia,Bank,Commercial Bank,Medium-large,53703.0
NZFT_00828,healthcare employees’ pension plan - manitoba,Healthcare Employees’ Pension Plan - Manitoba,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,8130.0
NZFT_00829,healthcare of ontario pension plan (hoopp),Healthcare of Ontario Pension Plan (HOOPP),False,"CA100, IFRS, PRI",Canada,US & Canada,Asset Owner,Pension Fund,Large,83260.0
NZFT_00830,heitman,Heitman,False,,United States of America,US & Canada,Asset Manager,REIT,Medium-large,53268.0
NZFT_00832,hellman & friedman,Hellman & Friedman,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,46715.0
NZFT_00833,helvetia prisma group foundation,Helvetia Prisma Group Foundation,False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-large,67160.0
NZFT_00834,helvetia sammelstiftung,Helvetia Sammelstiftung,False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-small,8664.0
NZFT_00835,hertfordshire pension fund (lgps),Hertfordshire Pension Fund (LGPS),False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,7653.0
NZFT_00836,hesta superannuation fund,Hesta Superannuation Fund,True,"PAAO, CA100, PRI",Australia,Other Oceania,Asset Owner,Pension Fund,Medium-large,52638.0
NZFT_00838,hg,HG,False,"NZAM, PRI",United Kingdom,Western Europe,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,51365.0
NZFT_00840,hightower advisors,Hightower Advisors,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Large,104306.0
NZFT_00841,hillhouse capital group,Hillhouse Capital Group,False,PRI,China,East Asia and Pacific,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,70707.0
NZFT_00842,hines,Hines,True,PRI,United States of America,US & Canada,Asset Manager,REIT,Large,95789.0
NZFT_00843,hitecvision,HitecVision,False,"NZAM, PRI",Norway,Western Europe,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-small,7000.0
NZFT_00844,hoechst gruppe pensionskasse,Hoechst Gruppe Pensionskasse,False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,8932.0
NZFT_00845,horecabedrijf,Horecabedrijf,False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-small,8200.0
NZFT_00846,hostplus superannuation fund,Hostplus Superannuation Fund,False,PRI,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-large,64631.0
NZFT_00847,hotchkis & wiley,Hotchkis & Wiley,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,28329.0
NZFT_00848,houston firefighters' relief and retirement fund,Houston Firefighters' Relief and Retirement Fund,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,5021.0
